Movie_Name,Author_Review,Polarity,Text,Score,Full_Review
Date Night,Anna Smith,-0.024999999999999994,Their marriage seems real but their predicament feels like no more than a scriptwriter's invention.,0.0,https://metro.co.uk/2010/04/22/date-night-film-review-258905/
Date Night,Candice Frederick,0.3,"... Date Night is the fun, lighthearted comedy that the two TV heroes needed to reclaim their box office status.",1.0,http://www.reeltalkonline.org/2010/09/dvd-review-date-night.html
Date Night,Joshua Rothkopf,0.0,,1.0,
Date Night,Peter Rainer,-0.16666666666666669,"Fey, in particular, seems uncomfortable with the shenanigans.",0.0,http://www.csmonitor.com/The-Culture/Movies/2010/0409/Date-Night-movie-review
Date Night,Sara Michelle Fetters,-0.25833333333333336,"There is a somewhat engaging devil-may-care attitude to it all that's hard to dislike, and at just under 90-minutes Levy never allows the proceedings to drag on to the point they'd become annoying or tiresome.",1.0,http://www.moviefreak.com/artman/publish/movies_datenight.shtml
Date Night,Brian Eggert,0.7,You’ll leave Date Night having laughed a lot and wanting to hold hands with your loved one.,1.0,https://deepfocusreview.com/reviews/date-night/
Date Night,Rene Jordan,0.15,Date Night becomes a routine action movie with jailbreak shots and car crashes.  [Full review in Spanish] ,0.0,https://www.newspapers.com/clip/105974789/date-night/
Date Night,Stuart McGurk,0.3,"It's still fun, just don't give up a date for it...",1.0,https://www.nme.com/reviews/reviews-movie-11243-310779
Date Night,Mike Massie,-0.5,Steve Carell and Tina Fey's hysterics manage to triumph over the rather uninspired plot.,1.0,http://gonewiththetwins.com/new/date-night-2010/
Date Night,Federico Furzan,-0.012500000000000011,Boring but effective comedy that agonizes until the end to keep things together. [Full review in Spanish].,0.0,https://cinelipsis.com/2011/02/14/movie-review-date-night/
Date Night,Sarah Knight Adamson,0.07878787878787878,"Date Night is a fun, romp in New York City that explores issues of everyday life while adding some romance and openness about marriage.",1.0,https://www.sarahsbackstagepass.com/date-night-pg-13/
Death at a Funeral,Anna Smith,0.12833333333333335,"The result is as uneven as the original, albeit in different places:the drug stuff is hilarious; the toilet humour just yucky.",1.0,https://metro.co.uk/2010/06/03/death-at-a-funeral-film-review-353079/
Death at a Funeral,Candice Frederick,0.1161111111111111,"It's not a great movie, but far exceeds expectation and remains very true to the original film but with a clever African-American slant (which may actually make it even funnier).",1.0,http://www.reeltalkonline.org/2010/04/early-review-death-at-funeral.html
Death at a Funeral,Martin Tsai,-0.13134920634920635,"While it isn't a shot-for-shot replica, certainly no one can accuse Hollywood of dumbing things down here.",1.0,http://www.nj.com/entertainment/index.ssf/2010/04/death_at_a_funeral_movie_revie.html
Death at a Funeral,Lisa Schwarzbaum,0.0,,1.0,
Death at a Funeral,Dwight Brown,0.1,The crackerjack ensemble of actors milks each moment like old vaudeville pros.,1.0,http://dwightbrownink.com/death-at-a-funeral/
Death at a Funeral,Derek Malcolm,0.10625,"The British film wasn't much better. But, beleive me, it was easier to watch than this loud mess.",0.0,
Death at a Funeral,Rene Jordan,0.18333333333333332,The only realistic thing here is the funeral because this cadaver arrived at the multiplex already in an advanced state of rigor mortis on the edge of putrefaction.  [Full review in Spanish] ,0.0,https://www.newspapers.com/clip/112067829/death-at-a-funeral/
Death at a Funeral,Richard Propes,0.315,Most likely to satisfy those unfamiliar with the vastly superior 2006 original and/or those who simply embrace all things Chris Rock or Martin Lawrence.,1.0,https://theindependentcritic.com/death_at_a_funeral2010
Death at a Funeral,Brigit Grant,-0.0625,"It remains a mystery to me how a street-smart, wise-cracking comic of Chris Rock's pedigree failed to see the laughter limitations of this remake of Frank Oz's British film, which was equally uninspiring.",0.0,http://www.express.co.uk/entertainment/films/179466/Film-review-round-up-The-Killer-Inside-Me-The-Brothers-Bloom-Death-At-A-Funeral
Death at a Funeral,Jeff Beck,0.08333333333333333,"What we end up with here is the most pointless remake since Gus Van Sant made his shot-for-shot remake of ""Psycho"" back in 1998.",0.0,http://www.examiner.com/article/movie-review-death-at-a-funeral-2010-1
Death at a Funeral,James Plath,0.1,"A funny film, but it's not one that I found myself growing passionate about as I watched.",1.0,http://moviemet.com/review/death-funeral-blu-ray-review-0
Death at a Funeral,Michael Dequina,0.1708333333333333,"If the film is so close to the original as to also be pretty much disposable once its over, at least it as well serves up a healthy amount of laughs during its very brief and brisk run time.",1.0,http://mrbrownmovies.com/movierpt2010-04.html#funeral
Kick-Ass,Kjerstin Johnson,0.5,"Find one review that doesn't say that Hit Girl steals the show. She gets the best scenes, and actually complicates the plot... So, I guess you don't have to pass on Kick-Ass.",1.0,https://www.bitchmedia.org/post/why-on-earth-wasnt-kick-ass-called-hit-girl
Kick-Ass,Deborah Ross,0.2,"The plot doesn't add up to much, but doesn't have to, as this is a film defined by its high-energy, go-for-it-whatever, convention-toppling spirit.",1.0,https://www.spectator.co.uk/2010/03/unlikely-superhero/
Kick-Ass,Candice Frederick,0.33,"f you're one of the many nerdy high school boys plagued with unpopularity and pimples, you'll adore the underdog story of Kick-Ass. But if you're one of the rest of us, you probably won't.",0.0,http://www.reeltalkonline.org/2010/10/dvd-review-kickass.html
Kick-Ass,Laremy Legel,0.25,"Most of the lessons in Kick-Ass are juvenile, but Lordy are they stylishly told.",1.0,http://www.film.com/movies/review-kick-ass-a-violent-delight
Kick-Ass,Perri Nemiroff,0.625,"Forget Thor, Captain America, or anyone else the superhero movie craze has coming our way; I want more Kick-Ass!",1.0,http://www.shockya.com/news/2010/04/18/kick-ass-movie-review/
Kick-Ass,Sara Michelle Fetters,0.05,"This movie made me feel old and out of touch in a way I can't quite describe, and while I can't imagine that was Vaughn's ultimate goal if it was to say he succeeded would be super-powered understatement.",0.0,http://www.moviefreak.com/artman/publish/movies_kickass.shtml
Kick-Ass,Brian Eggert,0.325,"Given the safe, PG-13-rated tenor of most superhero movies today, something offbeat (and R-rated) like Kick-Ass comes as a shock, albeit a welcome one.",1.0,https://deepfocusreview.com/reviews/kick-ass/
Kick-Ass,Rene Jordan,0.20416666666666666,"Everything is clever, with irreverent impertinence… devilishly fun.  [Full review in Spanish]  
",1.0,https://www.newspapers.com/clip/105927208/kick-ass/
Kick-Ass,Fico Cangiano,0.3666666666666667,"Kick-Ass entertainingly and effectively subverts the superhero genre, while providing a hilarious comic book reality check. [Full review in Spanish]",1.0,https://cinexpresspr.com/site/2021/08/05/throwback-64-kick-ass/
Kick-Ass,Owen Nicholls,0.3,"For now let's just sit back and enjoy a film that comes along all too rarely, a film that will reignite your love of celluloid.",1.0,https://www.nme.com/reviews/reviews-movie-11183-312200
Kick-Ass,Mike Massie,0.375,Comic book movies don't get much more original than this.,1.0,http://gonewiththetwins.com/new/kick-ass-2010/
Kick-Ass,Danielle Solzman,0.1375,"Despite the change in climate over the years, Kick-Ass remains a fun and thrilling genre subversion ten years later.",1.0,http://www.solzyatthemovies.com/2020/11/03/kick-ass-gets-4k-steelbook-for-10th-anniversary/
Machete,J. R. Jones,-0.5,"Rodriguez retreats into gruesome violence and flaccid comedy, grasping feebly for topical relevance...",0.0,https://chicagoreader.com/film/machete/
Machete,Simon Braund,0.26666666666666666,"The film has some outrageously enjoyable set-pieces, but overall, the convoluted plot and Rodriguez' agenda spoil the fun.",1.0,http://www.empireonline.com/reviews/review.asp?FID=136332
Machete,Philip French,0.1,"[A] tongue-in-cheek, knife-in-guts action thriller...",1.0,http://www.guardian.co.uk/film/2010/nov/28/machete-robert-de-niro-review
Machete,Nigel Floyd,0.175,This gleefully excessive pastiche of an exploitation picture delivers everything promised by its own faux trailer.,1.0,http://www.timeout.com/film/reviews/88575/machete.html
Machete,Charlotte O'Sullivan,-0.15416666666666667,"Basically very silly and wastes the time of some talented celebrities (including Lindsay Lohan, as an addled nymphet). But it has its moments.",1.0,
Machete,Matt Glasby,0.0,All set up and no punchline.,0.0,http://www.littlewhitelies.co.uk/theatrical-reviews/machete-12754
Machete,Sean Axmaker,0.35,"It’s as a slipshod as any [Robert] Rodriguez film, directed with more energy and momentum than care or clarity, just like a real exploitation film shot on the run.",1.0,https://streamondemandathome.com/machete-danny-trejo-rodriguez-dvd-blu-ray-vod/
Machete,Brian Eggert,0.0,"There’re plenty of splattery stabbings, decapitations, explosions, and eye-poppings to keep the audience entertained... Yet it becomes repetitious and drags.",0.0,https://deepfocusreview.com/reviews/machete/
Machete,Rene Jordan,0.2333333333333333,The true hero is the editor. [Full review in Spanish] ,0.0,https://www.newspapers.com/clip/105855695/machete/
Machete,James Croot,0.25,"Although refreshingly blunt, you're just left wishing that Machete had been a bit sharper.",1.0,https://www.stuff.co.nz/entertainment/film/film-reviews/300267365/machete-did-this-wild-unpc-tale-predict-trump-you-can-decide-as-it-hits-neon
Machete,Grant Watson,0.21666666666666667,"Despite the occasional funny moment, this grindhouse spin-off is a genuine grind to sit through.",0.0,https://fictionmachine.com/2020/12/09/review-machete-2010/
Machete,Mike Massie,0.23333333333333334,"There's still plenty of fun to be had with the hilarity-infused bloodshed, but the quality seems to be steadily replaced by quantity.",1.0,http://gonewiththetwins.com/new/machete-2010/
Oceans,Nell Minow,0.0,,1.0,http://blog.beliefnet.com/moviemom/2010/10/oceans.html
Oceans,Sara Michelle Fetters,0.5625,"This mealtime footage of prey and predators isn't just remarkable, it's simply breathtaking, and it's only one moment of many that had me holding my breath in wonder.",1.0,http://www.moviefreak.com/artman/publish/movies_oceans.shtml
Oceans,Michael Phillips,0.0,Visually [it's] quite seductive.,1.0,
Oceans,A.O. Scott,0.6000000000000001,"Oh, it's amazing.",1.0,
Oceans,Dana Stevens,0.26666666666666666,Its visual splendor more than makes up for its intellectual poverty.,1.0,http://www.slate.com/id/2251656/
Oceans,Amy Nicholson,0.06666666666666667,This monumental documentary gets intimate enough to hear a crab sneeze.,1.0,http://amyweekly.com/?p=700
Oceans,Brian Eggert,0.2556818181818182,"Filmmakers Jacques Cluzaud and Jacques Perrin expose the viewer to sights in nature that we’ve never seen, some familiar and some new.",1.0,https://deepfocusreview.com/reviews/oceans/
Oceans,Mike Massie,0.0,Who doesn't like watching baby sea otters at play?,1.0,http://gonewiththetwins.com/new/oceans-2010/
Oceans,Rachel Wagner,0.35,"It is a standard style of nature documentary with gorgeous cinematography, music and a good message.",1.0,https://rachelsreviews.net/2015/05/24/disneynature-4-oceans/
Oceans,Tara Thorne,0.002083333333333326,"There's surprisingly small amount of eco finger-wagging and a touch too many suspicious reaction shots... but Oceans is marvellously, fantastically shot (very little blood, parents) and foleyed, heavy-handed soundtrack aside.",1.0,https://www.thecoast.ca/halifax/oceans-opens-our-eyes-to-the-deep-blue-sea/Content?oid=1633891
Oceans,Anne Billson,-0.033333333333333326,"By mixing the fake with the genuine, however well-meaning their intentions, they've shot themselves in the foot; I left the cinema feeling as though I'd been taken for a ride.",0.0,http://www.theartsdesk.com/film/oc%C3%A9ans
Oceans,Kevin Carr,0.06190476190476191,"hits all the right buttons, focusing on the cute (like the seals and penguins) to the dangerous (like the sharks) and the majestic (like the whales)",1.0,http://www.7mpictures.com/oceans-blu-ray-review/
A Nightmare on Elm Street,Candice Frederick,-1.0,"It's cliched, boring, and anticlimactic.",0.0,http://www.reeltalkonline.org/2010/10/nightmare-on-elm-street.html
A Nightmare on Elm Street,Owen Gleiberman,-0.032727272727272695,"I did jump a few times, and I liked Haley's dour malevolence, but overall, the new Nightmare on Elm Street is a by-the-numbers bad dream.",1.0,
A Nightmare on Elm Street,Christine Champ,0.0,Freddy's back -- and he's slicker and more sinister than ever.,1.0,http://www.film.com/movies/review-nightmare-on-elm-streets-the-same-but-different#fbid=KcaygyYnXoY
A Nightmare on Elm Street,Jake Wilson,0.5,"Compared to the flamboyance of Robert Englund in the 1980s, Jackie Earle Haley as the crazed Freddy Krueger is more lumbering man-child than demonic daddy.",0.0,http://www.smh.com.au/entertainment/movies/a-nightmare-on-elm-street-20100519-vf6h.html
A Nightmare on Elm Street,Peter Travers,0.0,"It's the Bay touch you feel in the way actors register as body count, characters go undeveloped, and sensation trumps feeling. A nightmare, indeed.",0.0,http://www.rollingstone.com/movies/reviews/a-nightmare-on-elm-street-20100429
A Nightmare on Elm Street,Derek Malcolm,0.4,To call the film patterned to fit would be a blazing understatement.,0.0,
A Nightmare on Elm Street,Brian Eggert,0.09375,"A Nightmare on Elm Street is just as tedious as the other horror remakes by Platinum Dunes, avoiding any semblance of creative thought or innovative interpretation.",0.0,https://deepfocusreview.com/reviews/a-nightmare-on-elm-street-2010/
A Nightmare on Elm Street,Nick Rogers,0.20089285714285715,Re-imagining a character whose appeal is largely inextricable from his initial era is a suicide mission. Stay too pure to the original & what’s the point? Complications stray from its strengths. It's basically a question of who would fall on the grenade. ,0.0,https://midwestfilmjournal.com/2022/10/31/recurring-nightmares-a-nightmare-on-elm-street-2010/
A Nightmare on Elm Street,Cody Leach,0.08888888888888888,A commendable attempt by Haley to step into near-unfillable shoes is completely let down by a generic copy & paste script and an overuse of unforgivable CGI. Rooney Mara acts like she'd rather be anywhere else and most audience members will feel the same.,0.0,https://www.youtube.com/watch?v=hwRZI09w22o&t=12s
A Nightmare on Elm Street,Rene Jordan,0.175,"This resurrected Nightmare is passable entertainment, although anemic. [Full review in Spanish]",1.0,https://www.newspapers.com/clip/105550860/nightmare-on-elm-street-2010/
A Nightmare on Elm Street,Stuart McGurk,0.0,Freddy is back slicing and dicing in your sleep - but this is one remake you'll want to sleep through.,0.0,https://www.nme.com/reviews/reviews-movie-11276-310131
A Nightmare on Elm Street,Trace Thurman,-0.42777777777777776,"The film's biggest sin is that it's just so forgettable, but it's far from the worst of the 2000s-era horror remakes. Still, that's faint praise for a less than mediocre film.",0.0,https://bloody-disgusting.com/podcasts/3615123/horror-queers-podcast-talented-cast-cant-save-misguided-nightmare-elm-street-remake/
Robin Hood,Deborah Ross,0.08000000000000003,"Scott decided, I think, to get away from the whole campy thing in tights business and wanted to make this 'real'. So there is sweat and dirt and rats at the cheese and even bad teeth, which is fair enough, but it is also joyless.",0.0,https://www.spectator.co.uk/2010/05/into-the-woods/
Robin Hood,Nell Minow,0.0,,1.0,http://blog.beliefnet.com/moviemom/2010/09/robin-hood.html
Robin Hood,Peter Rainer,-0.012500000000000011,"We never even get to see Robin steal from the rich and give to the poor. That's because the film is a prequel in search of a sequel. With any luck, we won't get one.",0.0,http://www.csmonitor.com/The-Culture/Movies/2010/0514/Robin-Hood-movie-review
Robin Hood,Anne Thompson,0.21727272727272728,"Its $200-million budget is on the screen. This is a big-scale ambitious period epic in the 60s grand tradition. It seeks to retell a well-worn tale, to put old wine in a shiny new bottle.",0.0,
Robin Hood,Laremy Legel,-0.018750000000000003,"The film is pretty, and there are a few solid moments every hour. But considered as a work of cinema, with paid professionals involved, it's an extremely lackluster story.",0.0,http://www.film.com/movies/robin-hood/story/review-robin-hood-not-all/38543354
Robin Hood,Richard Roeper,0.25,"Yes, it's dour, but it's also gritty and not nearly as silly as most ""Robin Hood"" adaptations.",1.0,http://www.richardroeper.com/reviews/
Robin Hood,Brian Eggert,-0.09090909090909091,"Robin Hood grasps the political and emotional climate of the legend, adding dimensions to the age-old tale that seems increasingly stale with each new interpretation.",1.0,https://deepfocusreview.com/reviews/robin-hood/
Robin Hood,Sean Axmaker,0.375,"... an origin story for the familiar myth with elements of class, royal politics, and the disillusionment of soldiers returning from the Crusades demoralized by a misguided quest.",1.0,https://streamondemandathome.com/robin-hood-russell-crowe-2010-dvd-blu-ray-vod/
Robin Hood,Keith Garlington,0.08333333333333333,“Robin Hood” is an entirely different look at the classic character that does lend to a more serious telling of his legend.,1.0,https://keithandthemovies.com/2013/04/24/the-public-movie-defender-robin-hood/
Robin Hood,Rene Jordan,0.175,A bandit without enthusiasm.  [Full review in Spanish],0.0,https://www.newspapers.com/clip/105609570/robin-hood/
Robin Hood,Stuart McGurk,0.3,Ridley Scott and Russell Crowe's prequel ditches all that was fun about the legend.,0.0,https://www.nme.com/reviews/reviews-movie-11295-309701
Robin Hood,James Croot,-0.03333333333333333,"Borrowing heavily both visually and thematically from his earlier projects, Gladiator and Kingdom of Heaven, Scott weaves together a solid tale that emphasises Robin's moral rise and John's travails in the opposite direction.",1.0,https://www.stuff.co.nz/entertainment/film/film-reviews/300235720/robin-hood-russell-crowe-and-ridley-scotts-merry-origins-story-hits-netflix
Takers,Candice Frederick,0.3,Check out Takers for end of the summer fun. Leave your brain at home.,1.0,http://www.reeltalkonline.org/2010/09/takers.html
Takers,Nell Minow,0.0,,0.0,http://blog.beliefnet.com/moviemom/2011/01/takers.html
Takers,Nick Schager,0.0,A mini-Michael Mann effort populated by one-dimensional clichs.,0.0,http://www.nickschager.com/nsfp/2011/06/takers-2010-c.html
Takers,Andrea Gronvall,-0.18333333333333335,"Laughable subplots about Elba's addicted sister (Marianne Jean-Baptiste) and Dillon's crooked partner (Jay Hernandez) only slow the action, which is all this movie has going for it.",0.0,http://www.chicagoreader.com/chicago/takers/Film?oid=2270254
Takers,Derek Malcolm,0.0,Noisily vacant.,0.0,
Takers,Robbie Collin,-0.6857142857142857,"You could write ten thousand words about the outlandish cack-handedness of Takers, but I'll limit myself to just seven. Crap, crap, crap, crap, crap, crap, rubbish.",0.0,http://www.newsoftheworld.co.uk/incoming/1009694/Takers-12A.html
Takers,Brian Eggert,0.5,"This movie was sewn together from bits and pieces of better movies, and that recycled quality never allows the story to take off.",0.0,https://deepfocusreview.com/reviews/takers/
Takers,Rene Jordan,0.175,Takers collects massacres with enthusiasm… at the border of abstract surrealism.   [Full review in Spanish],1.0,https://www.newspapers.com/clip/107333166/takers/
Takers,Mike Massie,-0.03500000000000001,"What starts off as a perfectly good, generic heist movie transitions into a contrived mess of overblown theatrics and predictable character twists.",0.0,http://gonewiththetwins.com/new/takers-2010/
Takers,Richard Propes,0.45999999999999996,Far too stylish for its own good and filled with dialogue that elicits unintended laughs.,0.0,https://theindependentcritic.com/takers
Takers,Randy Dankievitch,-0.25,Takers fails on just about every level possible.,0.0,https://processedmedia.wordpress.com/2011/06/28/takers/
Takers,Matt Joseph,0.11666666666666665,"Takers is an above average heist film and while it could have benefited from an R rating, it is still one of the better movies of the summer.",1.0,http://wegotthiscovered.com/movies/takers-review/
Sex and the City 2,Julie and Brandy,0.1,Get a woman to write and get a woman to direct it,0.0,https://www.autostraddle.com/julie-brandy-in-your-box-office-6-sex-and-the-city-2-48607/
Sex and the City 2,Shubhra Gupta,-0.07142857142857142,"The sequel, Sex and the City 2, wipes any urges towards mirth. You watch in mounting disbelief as the disgruntled girls ( not women, never) come on to whinge about every single thing that's in their lives.",0.0,http://archive.indianexpress.com/news/sex-and-the-city-2/632546/0
Sex and the City 2,Candice Frederick,0.15833333333333333,"Though the sequel doesn't pack as much juice as the original movie, Sex And The City 2 doesn't leave your martini glass empty.",1.0,http://www.reeltalkonline.org/2010/05/sex-and-city-2.html
Sex and the City 2,Keith Uhlich,0.5,The featherbrained feminism the series specializes in reaches its apex when Carrie files her latest book (I Do. Do I?) beside Susan Sontag's Against Interpretation.,0.0,https://keithuhlich.substack.com/p/sex-and-the-city-2
Sex and the City 2,Ella Taylor,0.1,"Sarah Jessica Parker is now 45 years old, and, frankly, I cannot stomach another moment of the simpering, mincing, hair-tossing, eyelash-batting little-girl shtick she's been pulling ever since L.A. Story.",0.0,http://www.laweekly.com/2010-05-27/film-tv/movie-reviews-after-the-cup-shrek-forever-after-prince-of-persia/
Sex and the City 2,Peter Rainer,0.0,"I realize that gaudy fantasy is essential to this franchise, but why does the fantasy have to be so stunted?",0.0,http://www.csmonitor.com/The-Culture/Movies/2010/0530/Sex-and-the-City-2-movie-review
Sex and the City 2,Brian Eggert,-0.55,"King allows these women no room for growth, even within a two-and-a-half-hour movie. They all end up just as they were, ever obsessed with surfaces and labels, which is disappointing.",0.0,https://deepfocusreview.com/reviews/sex-and-the-city-2/
Sex and the City 2,Rachel Wagner,-0.17499999999999993,It's the only part of covering the show I dreaded for good reason. It's bad. Really bad,0.0,https://youtu.be/X6ptq5rpYIA
Sex and the City 2,Rene Jordan,-0.043333333333333335,Offers a never ending journey of two hours and a half on an uncomfortable camel. [Full review in Spanish],0.0,https://www.newspapers.com/clip/105547437/sex-and-the-city-2/
Sex and the City 2,Stuart McGurk,0.5,The latest offering from Carrie and the girls shows they're more cartoons now than women.,0.0,https://www.nme.com/reviews/reviews-movie-11329-306164
Sex and the City 2,Mike Massie,-0.04285714285714285,"Once again, it feels gruelingly lengthy, unable to smoothly adapt several half-hour episode plotlines into a single movie.",0.0,http://gonewiththetwins.com/new/sex-and-the-city-2-2010/
Sex and the City 2,Richard Propes,0.0,Woefully unfunny and narcissistic.,0.0,https://theindependentcritic.com/sex_and_the_city2
Marmaduke,Anna Smith,0.0,That Marmaduke makes a point of farting when Phil and Debbie kiss sums up the film's level of appeal.,0.0,https://metro.co.uk/2010/08/19/film-review-marmaduke-484626/
Marmaduke,Nell Minow,0.0,,0.0,http://blog.beliefnet.com/moviemom/2010/08/marmaduke.html
Marmaduke,Rene Rodriguez,0.0,,0.0,http://www.miami.com/marmaduke-pg-article
Marmaduke,Derek Malcolm,0.1285714285714286,"Spectacularly sentimental, full of ridiculous computer-animated action, and makes sure its animals are a good deal less pallid than the humans on view.",0.0,
Marmaduke,Tim Robey,0.1361111111111111,"Better than Cats & Dogs, but praise hardly comes much lower.",0.0,http://www.telegraph.co.uk/culture/film/filmreviews/7955871/Marmaduke-review.html
Marmaduke,Phelim O'Neill,0.0,Fans of the single-panel cartoon that has run in newspapers since the 1950s will find plenty to disappoint them in this live-action adaptation.,0.0,http://www.guardian.co.uk/film/2010/aug/19/marmaduke-review
Marmaduke,Rene Jordan,0.11666666666666665,"Marmaduke is exclusively manufactured for child use, and analyzing it would be equal to discussing the design of a rattle.  [Full review in Spanish] ",0.0,https://www.newspapers.com/clip/105913636/killers-marmaduke/
Marmaduke,Mike Massie,0.25,Dog farts seem to be the meat and potatoes of the writers' funny bones.,0.0,http://gonewiththetwins.com/new/marmaduke-2010/
Marmaduke,Richard Propes,-0.3138888888888889,It's so incredibly bland and inoffensive that it's really tough to actually call it a bad film.,0.0,https://theindependentcritic.com/marmaduke
Marmaduke,Brigit Grant,-0.016666666666666663,As talking animal movies go Babe set the benchmark for me and this isn't in the same ball park ... but the small children in the audience were very still suggesting that any animal with something to say deserves their attention. It just didn't hold mine.,0.0,http://www.express.co.uk/entertainment/films/194792/Review-The-Expendables-Salt-Piranha-3D-and-Marmaduke
Marmaduke,Kevin Carr,0.0,a gross mis-use of CGI animals,0.0,http://www.7mpictures.com/marmaduke-blu-ray-review/
Marmaduke,Joseph Proimakis,0.35,full review at Movies for the Masses,0.0,http://mftm.blogspot.com/2010/09/marmaduke-2010.html
The A-Team,Candice Frederick,0.09226190476190477,The A-Team certainly explodes onto the big screen in a major way.,1.0,http://www.reeltalkonline.org/2010/06/a-team.html
The A-Team,Nell Minow,0.0,,1.0,http://blog.beliefnet.com/moviemom/2010/12/the-a-team.html
The A-Team,Nick Curtis,0.2,"Joe Carnahan's movie is loud and vulgar and disorienting, but also an exhilarating kind of fun.",1.0,http://www.thisislondon.co.uk/film/review-23861641-guns-and-grunts-from-the-a-team.do
The A-Team,Tim Robey,-0.1,Fond memories of Saturday teatimes spent with Hannibal Smith and the rest of The A-Team? Prepare to have them squelched.,0.0,http://www.telegraph.co.uk/culture/film/filmreviews/7916797/The-A-Team-review.html
The A-Team,Anthony Quinn,-0.0625,"""Overkill is underrated,"" says team-leader Hannibal Smith (Liam Neeson), ominously, and the next two hours proceed to give overkill its due.",0.0,http://www.independent.co.uk/arts-entertainment/films/reviews/the-ateam-12a-2038784.html
The A-Team,Nev Pierce,0.36250000000000004,"An energetic escape from Development Hell: suitably OTT, often fun and always loud.",1.0,
The A-Team,Brian Eggert,0.3333333333333333,"The quick flash that is this movie’s brand of napalm-paced, gun-powdered spectacle, has one agreeing with Hannibal’s assessment that “Overkill is underrated.”",1.0,https://deepfocusreview.com/reviews/the-a-team/
The A-Team,Bill Newcott,0.25,"After casting did its job, the project seems to have been turned over to a classroom of fifth-grade boys—although I’d like to think the kids would do a better job of...trying to close up...plot holes....gaping enough to drive a flaming tank through.",0.0,https://www.aarp.org/entertainment/movies-tv/info-06-2010/movie-review-a-team.html
The A-Team,Keith Garlington,0.016666666666666646,"Some good acting and wild action is overshadowed by pitiful editing, shoddy camera work, and a mediocre story.",0.0,https://keithandthemovies.com/2012/07/12/a-team-1-12-stars/
The A-Team,Rene Jordan,0.13333333333333333,The A-Team is a scattered montage in which the images barely pass ones eyelashes and make it to the retinas.  [Full review in Spanish],0.0,https://www.newspapers.com/clip/105927361/the-a-team/
The A-Team,Don Shanahan,0.24583333333333335,"Sure, the action may be physically and mechanically preposterous,  but that's the point and that over-the-top spirit matches the B-movie style of the original show perfectly.",1.0,https://www.everymoviehasalesson.com/blog/2010/06/movie-review-a-team
The A-Team,Andrea Hubert,0.31666666666666665,"This film is no great work of art, it's true - but it""s a perfect version of what it's meant to be.",1.0,https://www.nme.com/reviews/reviews-movie-11460-305709
Get Him to the Greek,Deborah Ross,-0.024999999999999994,"I like to think I have a sense of humour, but this is horribly tiresome and probably only fit for teenage boys, who do seem to get a buzz from this sort of thing.",1.0,https://www.spectator.co.uk/2010/06/hair-brained/
Get Him to the Greek,Candice Frederick,-0.8,"Either way, it--and the movie--is annoying.",1.0,http://www.reeltalkonline.org/2010/10/dvd-review-get-him-to-greek.html
Get Him to the Greek,Nell Minow,0.0,,1.0,http://blog.beliefnet.com/moviemom/2010/09/get-him-to-the-greek.html
Get Him to the Greek,Hank Sartin,0.0,,0.0,http://www.timeout.com/film/chicago/reviews/88634/get_him_to_the_greek.html
Get Him to the Greek,Perri Nemiroff,0.09999999999999999,"Not quite up to par with Forgetting Sarah Marshall, but this is one easily worth multiple viewings with the potential to get funnier and funnier each time.",1.0,http://www.shockya.com/news/2010/05/31/get-him-to-the-greek-movie-review/
Get Him to the Greek,Dwight Brown,0.044285714285714275,"There's a tight, farcical, potentially hilarious movie hiding inside this uneven, protracted but begrudgingly humorous film.",0.0,http://dwightbrownink.com/get-him-to-the-greek-12/
Get Him to the Greek,Brian Eggert,0.10909090909090909,"Get Him to the Greek will make you laugh, but by no means does it live up to the Apatow standard.",0.0,https://deepfocusreview.com/reviews/get-him-to-the-greek/
Get Him to the Greek,Rene Jordan,0.11666666666666665,Irresistible gall. The vulgarity makes waves and the public drowns in laughter.  [Full review in Spanish] ,1.0,https://www.newspapers.com/clip/107332809/get-him-to-the-greek-12/
Get Him to the Greek,Andrea Hubert,-0.1875,"If the comedy formula works as well as it does here, a little fraying around the edges isn't going to hurt...",1.0,https://www.nme.com/reviews/reviews-movie-11421-306179
Get Him to the Greek,Mike Massie,0.09999999999999998,A recommendation for those prepared for a raunchy good time.,1.0,http://gonewiththetwins.com/new/get-him-to-the-greek-2010/
Get Him to the Greek,Richard Propes,0.0,Sarah Marshall? She's forgotten. It's Aldous Snow I can't forget.,1.0,https://theindependentcritic.com/get_him_to_the_greek
Get Him to the Greek,Mattie Lucas,0.2619047619047619,"The filmmakers hold nothing back, and most of the laughs go right for the throat.",1.0,https://www.the-dispatch.com/news/20100609/get-him-to-the-greek-is-inspired-comic-lunacy
The Karate Kid,Derek Malcolm,0.0,"The script is a lumbering, ponderous thing.",0.0,
The Karate Kid,Robbie Collin,0.3371212121212121,"On balance, this new version is probably a bit better than the original.",1.0,http://www.newsoftheworld.co.uk/entertainment/film/885195/The-Karate-Kid-PG.html
The Karate Kid,Anthony Quinn,0.4,"How Harald Zwart, the director, justified bulking the film up to 140 minutes defies understanding.",0.0,http://www.independent.co.uk/arts-entertainment/films/reviews/the-karate-kid-pg-2038765.html
The Karate Kid,Sukhdev Sandhu,0.0,There's life in this franchise yet.,1.0,http://www.telegraph.co.uk/culture/film/filmreviews/7916574/The-Karate-Kid-review.html
